SINDICATO DE CHOF. DE CAMIONES, OBREROS Y EMP. DE TRANSP. DE CARGAS GRLES LOG. SERV. Y AFINES DE MZA - SINDICATO DE CHOF. DE CAMIONES, OBREROS Y EMP. DE TRANSP. DE CARGAS GRLES LOG. SERV. Y AFINES DE MZA
SINDICATO DEL PERSONAL JERARQUICO Y PROFESIONAL DEL PETROLEO Y GAS PRIVADO DE NEUQUEN Y RIO NEGRO - SINDICATO DEL PERSONAL JERARQUICO Y PROFESIONAL DEL PETROLEO Y GAS PRIVADO DE NEUQUEN Y RIO NEGRO
GUTIERREZ LILIANA IRIS,POMPEYO EZQUIEL CEFERINO,NIDIA DEOLINDA Y ANTONIA DALINDA SOCIEDAD DE HECHO - GUTIERREZ LILIANA IRIS,POMPEYO EZQUIEL CEFERINO,NIDIA DEOLINDA Y ANTONIA DALINDA SOCIEDAD DE HECHO
